100
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (0.123, -0.921), (209, 185, 72), (53, 73), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-8.35, 12.5), (209, 185, 72), (275, 76), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (10.6, -12.7), (209, 185, 72), (408, 75), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (0.228, -14.5), (209, 185, 72), (545, 74), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-19.5, -18.0), (209, 185, 72), (698, 72), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (1.78, 20.3), (209, 185, 72), (942, 75), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-12.2, 12.6), (209, 185, 72), (1229, 82), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-3.44, 3.87), (209, 185, 72), (1524, 94), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (1.54, 13.8), (209, 185, 72), (1698, 222), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (19.8, -5.39), (209, 185, 72), (1734, 333), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (0.255, -8.74), (209, 185, 72), (1462, 374), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (15.7, 10.7), (209, 185, 72), (1064, 328), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-22.7, -20.3), (209, 185, 72), (642, 317), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-1.78, -20.1), (209, 185, 72), (344, 311), (0.0, 0.0)]
[True, False, 1.0, 'Gold - 19300kgm^-3', 0.5, 19300, 10100.0, 0.5235987755982988, (-2.72, -4.35), (209, 185, 72), (173, 371), (0.0, 0.0)]
